Date,Campaign Type,Purchases,Revenue,Cost,CPA,Add to cart,Cost per ATC,AOV
4 Jan 2026,Demand Gen,0,0,14.969815,null,1.05621,14.173142651556034,null
3 Jan 2026,Generic,0,0,1057.90287,null,19.051331,55.52907930684737,null
3 Jan 2026,Performance Max,0,0,353.97740799999997,null,13.113632,26.993086888514178,null
3 Jan 2026,Brand,0.79646,548.018637,139.84852999999998,175.58763779725282,55.687875000000005,2.511292269636792,688.0679971373328
3 Jan 2026,Demand Gen,0,0,15.338993,null,1,15.338993,null
3 Jan 2026,Other,0,0,0,null,0.214849,0,null
2 Jan 2026,Generic,0,0,1164.7714670000003,null,29.540591999999997,39.42952351801211,null
2 Jan 2026,Performance Max,2.669715,4984.842731,364.158128,136.40337189550195,8.336034,43.68481798418768,1867.1816021560353
2 Jan 2026,Brand,1.114855,1567.61111,100.68117099999999,90.30875853810585,51.51161200000001,1.9545334943119228,1406.1121042646803
2 Jan 2026,Demand Gen,0,0,14.961766,null,1,14.961766,null
2 Jan 2026,Other,0,0,0,null,2.096457,0,null
1 Jan 2026,Demand Gen,0,0,15.324871,null,5,3.0649742,null
1 Jan 2026,Performance Max,1,1788.245999,313.34986999999995,313.34986999999995,15.168063,20.658529042238285,1788.245999
1 Jan 2026,Brand,4.936555,8865.140105999999,110.973702,22.47998898016937,42.742111,2.596355196401039,1795.8151192481394
1 Jan 2026,Generic,0.629323,914.525889,819.213016,1301.7369713167961,19.228653,42.603765120728944,1453.1899978230576
31 Dec 2025,Generic,1,1570.536,707.8408649999999,707.8408649999999,20.095948,35.22306412218025,1570.536
31 Dec 2025,Performance Max,1,1329.08,548.311544,548.311544,18.579434,29.51174637505104,1329.08
31 Dec 2025,Brand,1,1517.382,68.800008,68.800008,17.160371,4.009237795616423,1517.382
31 Dec 2025,Demand Gen,0,0,12.319357,null,2.00088,6.156969433449283,null
31 Dec 2025,Other,0,0,0,null,0,null,null
30 Dec 2025,Generic,0,0,884.2659979999999,null,12.893734,68.5810641044712,null
30 Dec 2025,Performance Max,0,0,332.277763,null,4.603951,72.17230656885792,null
30 Dec 2025,Brand,0,0,99.17107100000001,null,24.094845,4.1158625838846445,null
30 Dec 2025,Demand Gen,0,0,17.866084,null,0,null,null
30 Dec 2025,Other,0,0,0,null,0,null,null
29 Dec 2025,Demand Gen,0,0,21.098998,null,0,null,null
29 Dec 2025,Performance Max,0,0,134.263828,null,0.115429,1163.1724090133328,null
29 Dec 2025,Brand,1,1876.409999,78.41204599999999,78.41204599999999,17.862493,4.389759368974979,1876.409999
29 Dec 2025,Generic,1.63479,3015.768182,1048.0085219999999,641.0661442754115,15.361899000000001,68.22128709477909,1844.7434728619578
28 Dec 2025,Performance Max,0,0,605.2815909999999,null,7.996,75.69804789894947,null
28 Dec 2025,Generic,0,0,884.0402290000001,null,14.172386,62.377656733312236,null
28 Dec 2025,Demand Gen,0,0,61.07201,null,1,61.07201,null
28 Dec 2025,Brand,0,0,77.618311,null,20.788913,3.7336397049715875,null
27 Dec 2025,Generic,1,3152.295,698.842697,698.842697,9.651614,72.40682200925151,3152.295
27 Dec 2025,Demand Gen,0,0,61.710078,null,1,61.710078,null
27 Dec 2025,Brand,1,1191.63,81.38783500000001,81.38783500000001,33.311906,2.4432055914182755,1191.63
27 Dec 2025,Performance Max,0,0,0,null,0,null,null
26 Dec 2025,Generic,0,0,368.841614,null,4.884781,75.50832145801418,null
26 Dec 2025,Demand Gen,0,0,58.228966,null,0,null,null
26 Dec 2025,Brand,1,1323.83,76.911118,76.911118,21.446517999999998,3.5861820552874835,1323.83
26 Dec 2025,Performance Max,0,0,0,null,0,null,null
25 Dec 2025,Generic,0,0,135.70276299999998,null,0,null,null
25 Dec 2025,Demand Gen,0,0,33.684379,null,0,null,null
25 Dec 2025,Brand,0,0,23.938477000000002,null,1,23.938477000000002,null
24 Dec 2025,Demand Gen,0,0,35.201971,null,0.140995,249.6682222773857,null
24 Dec 2025,Generic,0,0,176.97182500000002,null,1.58558,111.61330554118999,null
24 Dec 2025,Brand,0.999168,1899.698135,36.48185,36.51222817384064,13.091467000000002,2.786689222834996,1901.279999959967
24 Dec 2025,Performance Max,0,0,15.672531,null,0,null,null
23 Dec 2025,Generic,0,0,235.80928,null,4,58.95232,null
23 Dec 2025,Performance Max,0,0,72.528432,null,0,null,null
23 Dec 2025,Demand Gen,0,0,34.125119,null,0,null,null
23 Dec 2025,Brand,1,1358.487,42.179612999999996,42.179612999999996,7.114291,5.9288568600862686,1358.487
22 Dec 2025,Generic,0.000012,0.02609,292.931835,24410986.249999996,2.002527,146.2810913410905,2174.1666666666665
22 Dec 2025,Performance Max,0,0,58.133726,null,0,null,null
22 Dec 2025,Demand Gen,0,0,34.986933,null,0,null,null
22 Dec 2025,Brand,1.56013,2540.687532,43.860366,28.113276457731086,13.096998000000001,3.348886973946243,1628.5101446674314
22 Dec 2025,Other,0,0,0,null,0,null,null
21 Dec 2025,Generic,0,0,339.33860000000004,null,1.001683,338.7684526941158,null
21 Dec 2025,Performance Max,0,0,63.129686,null,2,31.564843,null
21 Dec 2025,Demand Gen,0,0,34.709765,null,0,null,null
21 Dec 2025,Brand,0,0,55.268691999999994,null,3.626666,15.239531845502174,null
20 Dec 2025,Generic,0,0,259.802876,null,1.001683,259.3663624120605,null
20 Dec 2025,Performance Max,0,0,64.163756,null,0,null,null
20 Dec 2025,Demand Gen,0,0,35.054834,null,1,35.054834,null
20 Dec 2025,Brand,0,0,36.447399,null,5.624104999999999,6.480568730491341,null
19 Dec 2025,Generic,0.398915,451.736332,225.16212,564.4363335547672,3,75.05404,1132.412498903275
19 Dec 2025,Performance Max,0,0,69.91895,null,0,null,null
19 Dec 2025,Demand Gen,0,0,34.234134,null,0,null,null
19 Dec 2025,Brand,1.7035660000000001,2118.719389,50.07254999999999,29.39278548644431,10.845494,4.616898962831937,1243.6966862452055
18 Dec 2025,Generic,0.500002,848.851644,250.944849,501.8876904492383,6.2064900000000005,40.432651788692155,1697.6964972140113
18 Dec 2025,Performance Max,0.499998,848.844853,120.533236,241.0674362697451,1.499994,80.35581208991502,1697.696496785987
18 Dec 2025,Demand Gen,0,0,33.747023,null,0,null,null
18 Dec 2025,Brand,0,0,52.911423,null,16.174547,3.2712769637381496,null
18 Dec 2025,Other,0,0,0,null,1.996016,0,null
17 Dec 2025,Generic,0,0,219.49961000000002,null,5.036315,43.58337594054383,null
17 Dec 2025,Performance Max,0,0,105.456491,null,1.2496610000000001,84.38807884698329,null
17 Dec 2025,Demand Gen,0,0,34.318892,null,0,null,null
17 Dec 2025,Brand,2,4595.99,35.638181,17.8190905,12.919333,2.758515551847762,2297.995
16 Dec 2025,Generic,0,0,212.51549800000004,null,1.999743,106.27140487552651,null
16 Dec 2025,Performance Max,0,0,75.568083,null,5,15.1136166,null
16 Dec 2025,Demand Gen,0,0,35.401414,null,1,35.401414,null
16 Dec 2025,Brand,0.548337,916.638512,46.698154,85.16323720631657,7.14583,6.535021683975129,1671.6699985592802
16 Dec 2025,Other,0,0,0,null,0,null,null
15 Dec 2025,Generic,0.998125,2125.896456,315.860697,316.4540483406387,4.362959,72.39598103030535,2129.88999974953
15 Dec 2025,Performance Max,0,0,79.232554,null,0,null,null
15 Dec 2025,Demand Gen,0,0,35.088711,null,1,35.088711,null
15 Dec 2025,Brand,1,1603.72,41.378822,41.378822,8.289069999999999,4.991974009146986,1603.72
14 Dec 2025,Generic,0,0,341.3819780000001,null,6.99608,48.79617986072202,null
14 Dec 2025,Performance Max,0,0,64.336431,null,3,21.445477,null
14 Dec 2025,Demand Gen,0,0,43.274773,null,0,null,null
14 Dec 2025,Brand,0.999389,1221.373284,35.997406,36.0194138618696,5.560288,6.474018252291968,1222.1199993195844
13 Dec 2025,Generic,0,0,299.81004400000006,null,4,74.95251100000002,null
13 Dec 2025,Performance Max,0,0,62.284418,null,2.121214,29.362628193100743,null
13 Dec 2025,Demand Gen,0,0,37.5341,null,0,null,null
13 Dec 2025,Brand,0,0,30.535131000000003,null,3.297542,9.259967272592739,null
13 Dec 2025,Other,0,0,0,null,0,null,null
12 Dec 2025,Generic,0,0,310.004,null,2.818067,110.00590120816858,null
12 Dec 2025,Performance Max,0,0,68.92239099999999,null,0,null,null
12 Dec 2025,Demand Gen,0,0,36.100218,null,0.75,48.133624,null
12 Dec 2025,Brand,1,3286.61,32.853443,32.853443,5.0006260000000005,6.569866052770192,3286.61
12 Dec 2025,Other,0,0,0,null,0.25,0,null
11 Dec 2025,Generic,0,0,312.6169929999999,null,5.999447,52.107634753669785,null
11 Dec 2025,Performance Max,0,0,100.85210500000001,null,2,50.426052500000004,null
11 Dec 2025,Demand Gen,0,0,34.09908,null,1,34.09908,null
11 Dec 2025,Brand,1,2073.63,24.037397000000002,24.037397000000002,1.999718,12.020393375465941,2073.63
10 Dec 2025,Generic,0,0,292.222931,null,2.7562610000000003,106.02150195500353,null
10 Dec 2025,Performance Max,0,0,74.004193,null,1.52968,48.37887205167094,null
10 Dec 2025,Demand Gen,0,0,36.463768,null,0,null,null
10 Dec 2025,Brand,1,3381.54,31.515862,31.515862,2.497118,12.620894166795482,3381.54
9 Dec 2025,Generic,0,0,366.307476,null,2,183.153738,null
9 Dec 2025,Performance Max,0,0,84.47785999999999,null,0,null,null
9 Dec 2025,Demand Gen,0,0,34.258323,null,0,null,null
9 Dec 2025,Brand,0.999334,4268.41534,31.310115,31.3309814336348,3.741756,8.367759682886858,4271.25999915944
9 Dec 2025,Other,0,0,0,null,0,null,null
8 Dec 2025,Generic,0,0,329.079693,null,5.191204,63.39178599030206,null
8 Dec 2025,Performance Max,0,0,79.590997,null,2.794012,28.486276007404406,null
8 Dec 2025,Demand Gen,0,0,36.220715,null,0,null,null
8 Dec 2025,Brand,1,3341.04,35.714607,35.714607,11.266565,3.169964137250351,3341.04
8 Dec 2025,Other,0,0,0,null,0,null,null
7 Dec 2025,Generic,1,1558.85,401.56479900000005,401.56479900000005,9,44.618311000000006,1558.85
7 Dec 2025,Performance Max,0,0,103.10463299999999,null,2,51.552316499999996,null
7 Dec 2025,Demand Gen,0,0,34.583833,null,2,17.2919165,null
7 Dec 2025,Brand,0.544348,1130.578134,28.808873,52.923631573919614,7.999604,3.601287388725742,2076.9399979424925
6 Dec 2025,Generic,0,0,365.368432,null,3.157957,115.69772229324211,null
6 Dec 2025,Performance Max,0,0,75.848513,null,0,null,null
6 Dec 2025,Demand Gen,0,0,34.746948,null,0,null,null
6 Dec 2025,Brand,0,0,27.469252,null,5.003306,5.4902202663598825,null
6 Dec 2025,Other,0,0,0,null,0,null,null
5 Dec 2025,Generic,0,0,334.84431900000004,null,5.744416999999999,58.29039204500649,null
5 Dec 2025,Performance Max,0,0,47.973181999999994,null,0,null,null
5 Dec 2025,Demand Gen,0,0,37.207819,null,0,null,null
5 Dec 2025,Brand,0.999636,2663.390172,23.685387000000002,23.694011620229766,9.741943,2.4312795712313244,2664.3599990396506
5 Dec 2025,Other,0,0,0,null,0,null,null
4 Dec 2025,Generic,0,0,352.25772700000005,null,1.476928,238.50704096611346,null
4 Dec 2025,Performance Max,0,0,94.435702,null,0,null,null
4 Dec 2025,Demand Gen,0,0,37.972087,null,4,9.49302175,null
4 Dec 2025,Brand,0,0,35.571176,null,3.4882359999999997,10.197468290562911,null
4 Dec 2025,Other,0,0,0,null,0,null,null
3 Dec 2025,Generic,0,0,331.89357699999994,null,3.5103479999999996,94.54720073337458,null
3 Dec 2025,Performance Max,0,0,92.426373,null,2,46.2131865,null
3 Dec 2025,Demand Gen,0,0,36.124159,null,0,null,null
3 Dec 2025,Brand,0,0,17.210608,null,12.877419,1.336495147047712,null
3 Dec 2025,Other,0,0,0,null,0,null,null
2 Dec 2025,Generic,0.633956,1308.377411,337.16511099999997,531.8430790149474,2.302016,146.46514663668714,2063.8299992428497
2 Dec 2025,Performance Max,0,0,92.91250299999999,null,1,92.91250299999999,null
2 Dec 2025,Demand Gen,0,0,35.300475,null,0,null,null
2 Dec 2025,Brand,0,0,39.880281000000004,null,10.052946,3.9670242931773436,null
2 Dec 2025,Other,0,0,0,null,0,null,null
1 Dec 2025,Generic,0,0,160.86905899999996,null,2.888472,55.69348049764719,null
1 Dec 2025,Performance Max,0,0,38.79789,null,0,null,null
1 Dec 2025,Brand,0,0,35.990733999999996,null,13.436322,2.6786150257488615,null
1 Dec 2025,Demand Gen,0,0,21.86036,null,0.444927,49.132464426748655,null
1 Dec 2025,Other,0,0,0,null,1.5550730000000001,0,null
30 Nov 2025,Generic,0,0,167.87652,null,1.0005199999999999,167.78926957981852,null
30 Nov 2025,Performance Max,1,1100.06,37.508045,37.508045,2.000031,18.753731817156837,1100.06
30 Nov 2025,Brand,0,0,35.645388000000004,null,6,5.940898000000001,null
30 Nov 2025,Demand Gen,0,0,18.092848,null,0,null,null
29 Nov 2025,Generic,0,0,130.077897,null,2.6395750000000002,49.27986399325649,null
29 Nov 2025,Performance Max,0,0,47.323075,null,2.11306,22.395518821046256,null
29 Nov 2025,Brand,1.9999440000000002,4580.432302,45.451313,22.726292836199413,19.607938,2.3180057484881886,2290.2802788478075
29 Nov 2025,Demand Gen,0,0,21.592701,null,0,null,null
28 Nov 2025,Generic,0,0,120.03285300000002,null,1.8272879999999998,65.68907200178627,null
28 Nov 2025,Performance Max,0,0,58.137125999999995,null,1.487041,39.095846045939545,null
28 Nov 2025,Brand,3.073074,5503.555794999999,40.833421,13.287483802863191,17.887739,2.282760330973076,1790.8959546694934
28 Nov 2025,Demand Gen,0,0,20.634979,null,0,null,null
28 Nov 2025,Other,0,0,0,null,0.999618,0,null
27 Nov 2025,Performance Max,0,0,39.553961,null,0,null,null
27 Nov 2025,Generic,0.72423,827.592103,133.57319700000002,184.4347748643387,2.452872,54.45583666819957,1142.71999640998
27 Nov 2025,Demand Gen,0,0,20.366297,null,1,20.366297,null
27 Nov 2025,Brand,1.061515,1382.79442,30.971019000000002,29.17624244593812,7.755533,3.993409479400062,1302.661215338455
26 Nov 2025,Generic,0,0,144.322618,null,0,null,null
26 Nov 2025,Performance Max,0,0,47.414076,null,0,null,null
26 Nov 2025,Demand Gen,0,0,21.816096,null,0,null,null
26 Nov 2025,Brand,2.536861,3779.907126,32.839887,12.94508725547044,0,null,1489.9937860213863
26 Nov 2025,Other,0,0,0,null,0,null,null
25 Nov 2025,Generic,0,0,157.45241199999998,null,0,null,null
25 Nov 2025,Performance Max,0,0,31.411351000000003,null,0,null,null
25 Nov 2025,Demand Gen,0,0,21.00669,null,0,null,null
25 Nov 2025,Brand,0,0,34.51768,null,0,null,null
25 Nov 2025,Other,0,0,0,null,0,null,null
24 Nov 2025,Generic,0,0,187.54822199999998,null,0,null,null
24 Nov 2025,Performance Max,0,0,33.803123,null,0,null,null
24 Nov 2025,Brand,2,4037.319998,41.750451999999996,20.875225999999998,0,null,2018.659999
24 Nov 2025,Demand Gen,0,0,21.445536,null,0,null,null
24 Nov 2025,Other,0,0,0,null,0,null,null
23 Nov 2025,Generic,0,0,268.624198,null,0,null,null
23 Nov 2025,Performance Max,0,0,43.353754,null,0,null,null
23 Nov 2025,Brand,0,0,41.413906,null,0,null,null
23 Nov 2025,Demand Gen,0,0,21.877708,null,0,null,null
22 Nov 2025,Generic,0,0,199.10902399999998,null,0,null,null
22 Nov 2025,Performance Max,0,0,44.525673,null,0,null,null
22 Nov 2025,Brand,0,0,41.512088000000006,null,0,null,null
22 Nov 2025,Demand Gen,0,0,21.048578,null,0,null,null
21 Nov 2025,Generic,0,0,212.020254,null,0,null,null
21 Nov 2025,Performance Max,0,0,37.628605,null,0,null,null
21 Nov 2025,Brand,1,1483.28,39.200827000000004,39.200827000000004,0,null,1483.28
21 Nov 2025,Demand Gen,0,0,22.588028,null,0,null,null
21 Nov 2025,Other,0.997912,3204.764449,0,0,0,null,3211.4699983565683
20 Nov 2025,Generic,0,0,106.47606900000004,null,1.999944,53.23952520670581,null
20 Nov 2025,Demand Gen,0,0,21.31812,null,0,null,null
20 Nov 2025,Performance Max,0,0,19.181222,null,0.000056,342521.8214285715,null
20 Nov 2025,Brand,0,0,22.711067,null,3,7.570355666666667,null
19 Nov 2025,Generic,0.035882,52.406737,260.357711,7255.942004347584,6,43.392951833333335,1460.529987180202
19 Nov 2025,Performance Max,0,0,38.694027,null,0,null,null
19 Nov 2025,Brand,1.011891,1873.455564,44.762356,44.23634166130541,6,7.4603926666666665,1851.440089891105
19 Nov 2025,Demand Gen,0,0,21.502633,null,0,null,null
19 Nov 2025,Other,0,0,0,null,3,0,null
18 Nov 2025,Generic,0,0,268.484226,null,13.248661000000002,20.26500836575107,null
18 Nov 2025,Performance Max,0,0,39.592234,null,2.64933,14.944244016411696,null
18 Nov 2025,Brand,0,0,42.419982,null,13.102009,3.237670039762604,null
18 Nov 2025,Demand Gen,0,0,22.714895,null,0,null,null
17 Nov 2025,Generic,0,0,285.206463,null,6.268368,45.49931704711657,null
17 Nov 2025,Performance Max,1,812.82,55.116013,55.116013,2,27.5580065,812.82
17 Nov 2025,Brand,4.45874,12726.176846,53.431276999999994,11.98349242162584,22.731632,2.350525338435885,2854.2092263733703
17 Nov 2025,Demand Gen,0,0,23.048097,null,0,null,null
17 Nov 2025,Other,0.060762,220.609807,0,0,1,0,3630.7199730094467
16 Nov 2025,Generic,0,0,356.20937999999995,null,8.814866,40.41007316503733,null
16 Nov 2025,Performance Max,0,0,83.808593,null,5,16.761718600000002,null
16 Nov 2025,Brand,4.999854,5524.336203,44.51024700000001,8.902309347432947,16.185133999999998,2.7500697244767953,1104.899503665507
16 Nov 2025,Demand Gen,0,0,22.74841,null,1,22.74841,null
16 Nov 2025,Other,0,0,0,null,1,0,null
15 Nov 2025,Generic,1.99946,2717.1378,330.54892099999995,165.31909665609712,13.173823,25.091343720042385,1358.9358126694208
15 Nov 2025,Performance Max,0,0,64.102425,null,1.666667,38.461447307710536,null
15 Nov 2025,Demand Gen,0,0,22.385182,null,0,null,null
15 Nov 2025,Brand,6.025439,15465.733229,41.858959,6.947038879656735,16.159509999999997,2.5903606606883502,2566.7396564798014
14 Nov 2025,Generic,0,0,330.9857540000001,null,8,41.37321925000001,null
14 Nov 2025,Performance Max,2,5833.82,41.176007999999996,20.588003999999998,4.826666,8.530942062284813,2916.91
14 Nov 2025,Demand Gen,0,0,22.268551,null,1,22.268551,null
14 Nov 2025,Brand,2.546191,4945.794786,34.538915,13.56493483795992,24.173334,1.4288022909872506,1942.4288225038895
14 Nov 2025,Other,0,0,0,null,0,null,null
13 Nov 2025,Generic,1.099555,1774.7566630000001,299.11470599999996,272.0325095152129,12.942629,23.110815121100973,1614.068112099895
13 Nov 2025,Performance Max,0,0,57.09277399999999,null,0,null,null
13 Nov 2025,Demand Gen,0,0,22.970736,null,0,null,null
13 Nov 2025,Brand,4.0180489999999995,4959.106334,28.157182,7.007675117949035,19.057371,1.4774956104910797,1234.2075305701849
12 Nov 2025,Generic,1.644539,3472.189797,309.44558200000006,188.16554791342745,11.706685999999998,26.433234990671153,2111.345366087396
12 Nov 2025,Performance Max,0,0,64.56433899999999,null,5.333334,12.105812049273492,null
12 Nov 2025,Demand Gen,0,0,22.638405,null,0,null,null
12 Nov 2025,Brand,0.355532,769.238879,38.893996,109.396611275497,18.95998,2.0513732609422584,2163.627687521798
12 Nov 2025,Other,0,0,0,null,1,0,null
11 Nov 2025,Generic,0,0,307.15970799999997,null,14.709829,20.881256199511224,null
11 Nov 2025,Performance Max,0,0,41.179954,null,2,20.589977,null
11 Nov 2025,Demand Gen,0,0,22.235714,null,1,22.235714,null
11 Nov 2025,Brand,2.89035,4393.400786,36.966931,12.789776670645423,18.290171,2.0211364344269938,1520.0237985019114
11 Nov 2025,Other,0,0,0,null,1,0,null
10 Nov 2025,Generic,1,1947.16,287.031233,287.031233,20,14.351561649999999,1947.16
10 Nov 2025,Performance Max,0,0,63.27228,null,4,15.81807,null
10 Nov 2025,Demand Gen,0,0,22.471067,null,0,null,null
10 Nov 2025,Brand,1,5034.92,38.134606,38.134606,27,1.4123928148148148,5034.92
10 Nov 2025,Other,0,0,0,null,0,null,null
9 Nov 2025,Generic,1,3461.82,324.592289,324.592289,10.906279999999999,29.761961823829942,3461.82
9 Nov 2025,Performance Max,0,0,61.989125,null,5,12.397825000000001,null
9 Nov 2025,Demand Gen,0,0,23.265861,null,1,23.265861,null
9 Nov 2025,Brand,2.009099,2863.501248,38.39006,19.108097709470762,25.09372,1.5298672337142518,1425.266374628627
8 Nov 2025,Generic,0,0,322.778424,null,11.5,28.067689043478257,null
8 Nov 2025,Performance Max,0,0,55.953542,null,3.5,15.986726285714285,null
8 Nov 2025,Demand Gen,0,0,22.336763,null,0.576144,38.76941007803605,null
8 Nov 2025,Brand,4,20645.689998,26.179645999999998,6.5449114999999995,12.423856,2.107207778325827,5161.4224995
7 Nov 2025,Generic,0,0,357.35007899999994,null,11.867925,30.11057779687687,null
7 Nov 2025,Performance Max,0,0,49.790904000000005,null,2,24.895452000000002,null
7 Nov 2025,Demand Gen,0,0,22.723021,null,0,null,null
7 Nov 2025,Brand,2,10479.380000000001,31.104561,15.5522805,10.132075,3.069910260237908,5239.6900000000005
6 Nov 2025,Generic,0,0,227.469485,null,8,28.433685625,null
6 Nov 2025,Performance Max,0,0,57.162202,null,3,19.054067333333332,null
6 Nov 2025,Demand Gen,0,0,22.318973,null,0,null,null
6 Nov 2025,Brand,1.380398,3767.002612,27.875073999999998,20.193505061583686,2,13.937536999999999,2728.924999891336
5 Nov 2025,Generic,0.75,1854.405,238.65791799999994,318.21055733333327,6.986749,34.15865061132151,2472.54
5 Nov 2025,Performance Max,0.25,618.135,44.133922999999996,176.53569199999998,3.449783,12.793246125915745,2472.54
5 Nov 2025,Demand Gen,0,0,24.33312,null,0,null,null
5 Nov 2025,Brand,1,1043.62,24.787067,24.787067,13.563468,1.8274874095622151,1043.62
5 Nov 2025,Other,0,0,0,null,1,0,null
4 Nov 2025,Generic,0,0,237.14220999999998,null,9.39536,25.24035374908465,null
4 Nov 2025,Demand Gen,0,0,24.066353,null,0,null,null
4 Nov 2025,Performance Max,0,0,41.108661999999995,null,0.834376,49.268749340824755,null
4 Nov 2025,Brand,1,13074.82,34.141157,34.141157,11.770264000000001,2.9006279723207564,13074.82
4 Nov 2025,Other,0,0,0,null,3,0,null
3 Nov 2025,Generic,0,0,285.73470899999995,null,5,57.14694179999999,null
3 Nov 2025,Performance Max,0,0,70.124345,null,2,35.0621725,null
3 Nov 2025,Demand Gen,0,0,21.631081,null,0,null,null
3 Nov 2025,Brand,1,2993.26,30.087916,30.087916,12,2.5073263333333333,2993.26
3 Nov 2025,Other,0,0,0,null,0,null,null
2 Nov 2025,Generic,0,0,309.91725199999996,null,18.361583,16.878569347751768,null
2 Nov 2025,Performance Max,0,0,46.854814,null,0.4,117.13703499999998,null
2 Nov 2025,Brand,1.829316,2535.1188469999997,37.182826000000006,20.32608144246265,12.238417,3.038205513016921,1385.8288272775178
2 Nov 2025,Demand Gen,0,0,19.297023,null,0,null,null
2 Nov 2025,Other,0,0,0,null,1,0,null
1 Nov 2025,Generic,0,0,295.364486,null,8.526563,34.64050942918032,null
1 Nov 2025,Performance Max,0,0,53.053753,null,3,17.684584333333333,null
1 Nov 2025,Demand Gen,0,0,18.425874,null,0,null,null
1 Nov 2025,Brand,2,15644.509997000001,33.83206,16.91603,11.473437,2.9487293127595504,7822.2549985000005
1 Nov 2025,Other,0,0,0,null,2,0,null
31 Oct 2025,Generic,0.146703,167.572968,252.950534,1724.235591637526,14,18.067895285714286,1142.2599946831353
31 Oct 2025,Performance Max,0,0,43.811018,null,2,21.905509,null
31 Oct 2025,Brand,3.0144270000000004,4622.507158,38.813439,12.875892831373921,18,2.156302166666667,1533.4613039227686
31 Oct 2025,Demand Gen,0,0,13.150079,null,0,null,null
31 Oct 2025,Other,0,0,0,null,0,null,null
30 Oct 2025,Generic,1,4850.92,237.62301699999995,237.62301699999995,5.761064,41.24637688454771,4850.92
30 Oct 2025,Performance Max,0,0,54.651026,null,2.058074,26.554451394847806,null
30 Oct 2025,Brand,1,2325.72,29.455631,29.455631,11.180862,2.634468701965913,2325.72
30 Oct 2025,Demand Gen,0,0,15.244804,null,0,null,null
30 Oct 2025,Other,0,0,0,null,0,null,null
29 Oct 2025,Generic,1,3133.1,224.074476,224.074476,18.119378,12.366565563122531,3133.1
29 Oct 2025,Performance Max,0,0,49.654409,null,2.5,19.8617636,null
29 Oct 2025,Brand,0.008615,11.434086,45.681855999999996,5302.595008705745,11.380622,4.014003452535371,1327.2299477655254
29 Oct 2025,Demand Gen,0,0,19.020205,null,0,null,null
29 Oct 2025,Other,0,0,0,null,1,0,null
28 Oct 2025,Generic,0,0,240.344972,null,11.284996,21.29774543119023,null
28 Oct 2025,Brand,1.999798,2460.2171479999997,43.152574,21.578466425108935,18.266382,2.3624040053470905,1230.232827515579
28 Oct 2025,Performance Max,0,0,40.034692,null,3.448622,11.608895379081849,null
28 Oct 2025,Demand Gen,0,0,17.180552,null,0,null,null
28 Oct 2025,Other,0,0,0,null,1,0,null
27 Oct 2025,Generic,0,0,222.10525099999998,null,3,74.03508366666667,null
27 Oct 2025,Performance Max,0,0,46.351147,null,2,23.1755735,null
27 Oct 2025,Brand,3.551679,10574.91023,32.542828,9.162660251672518,14,2.324487714285714,2977.439748918751
27 Oct 2025,Demand Gen,0,0,15.418643,null,1,15.418643,null
26 Oct 2025,Generic,0.601557,1046.889646,294.4301720000001,489.446838786682,12.818944,22.968364008767033,1740.299998171412
26 Oct 2025,Performance Max,0,0,39.23709,null,0,null,null
26 Oct 2025,Brand,0.009906,66.129781,43.698136,4411.279628507975,12.181055999999998,3.587384870408609,6675.72996163941
26 Oct 2025,Demand Gen,1,1448.2,16.659951,16.659951,1,16.659951,1448.2
25 Oct 2025,Generic,0,0,253.170528,null,6.1231469999999995,41.346472328689806,null
25 Oct 2025,Performance Max,0,0,49.706574,null,1.5,33.137716000000005,null
25 Oct 2025,Brand,0.999067,1419.554318,42.650074000000004,42.68990368013357,16.376853,2.604289969507573,1420.8799990391035
25 Oct 2025,Demand Gen,0,0,19.33764,null,0,null,null
25 Oct 2025,Other,0,0,0,null,1,0,null
24 Oct 2025,Generic,0.090088,190.056851,267.8584860000001,2973.2981751176635,15.514912,17.264583002468854,2109.6799906757838
24 Oct 2025,Performance Max,1.805663,3204.857783,33.974201,18.81536089513935,4.5,7.549822444444445,1774.8925369794918
24 Oct 2025,Brand,4.443912,11292.910262,33.454582,7.528182826302591,18.985088,1.7621504835795336,2541.209245817649
24 Oct 2025,Demand Gen,0,0,17.187215,null,0,null,null
24 Oct 2025,Other,0,0,0,null,2,0,null
23 Oct 2025,Generic,1,1085.1,198.94818,198.94818,13.595646,14.633227431782204,1085.1
23 Oct 2025,Performance Max,0,0,44.231196999999995,null,3,14.743732333333332,null
23 Oct 2025,Demand Gen,0,0,17.725297,null,1,17.725297,null
23 Oct 2025,Brand,4,14687.609999,32.486896,8.121724,13.404354,2.42360773223387,3671.90249975
22 Oct 2025,Generic,0.623702,1201.848806,200.502053,321.4709155975129,9.013373,22.24495236134131,1926.9600001282663
22 Oct 2025,Performance Max,0,0,38.442557,null,0,null,null
22 Oct 2025,Brand,1.252329,2815.3806560000003,41.072677,32.797034165942016,10.699763999999998,3.838652609534192,2248.1158353755286
22 Oct 2025,Demand Gen,0.551988,1718.603598,14.703592,26.637521105531277,1.286863,11.425918687537056,3113.4799995652074
22 Oct 2025,Other,0,0,0,null,1,0,null
21 Oct 2025,Generic,0,0,271.678968,null,19.613762,13.851446142764452,null
21 Oct 2025,Performance Max,0,0,44.558568,null,7.133574,6.246317484054977,null
